y,p1,yhat,logloss,brier,acc,latency_ms,mem_mb,ece_win,cal_gap_win,cal_drift_score,cal_drift_flag,t,true_drift_region
1,0.9999999999999998,1,9.999778782803785e-13,4.930380657631324e-32,1.0,3.652699990198016,154.11328125,2.220446049250313e-16,2.220446049250313e-16,0.0,False,0,False
0,0.013213256099007187,0,0.01330132783731778,0.00017459013673795063,1.0,3.293899935670197,154.11328125,0.006606628049503705,0.006606628049503516,0.0,False,1,False
0,5.013035630572162e-10,0,5.013035543490506e-10,2.5130526233386033e-19,1.0,3.7613000022247434,154.12109375,0.004404418866770323,0.004404418866770232,0.0,False,2,False
0,2.1861306234493403e-14,0,9.999778782803785e-13,4.779167102783001e-28,1.0,3.591699991375208,154.15234375,0.0033033141500832084,0.0033033141500831142,0.0,False,3,False
0,0.0034153228060455417,0,0.003421168334352638,1.1664429869494793e-05,1.0,3.2892000162974,154.15625,0.003325715881275675,0.003325715881275615,0.0,False,4,False
0,5.798877224981863e-09,0,5.7988772840736275e-09,3.362697707041335e-17,1.0,3.0471000354737043,154.15625,0.0027714308675426003,0.002771430867542557,0.0,False,5,False
1,0.9999999967592896,1,3.240710371976454e-09,1.0502203681001167e-17,1.0,3.2922999234870076,154.15625,0.0023755126351379953,0.0023755117092207345,0.0,False,6,False
1,0.9976737284746162,1,0.002328981498560053,5.411539209811392e-06,1.0,3.8473999593406916,154.22265625,0.002369357496418705,0.0017877888048951074,0.0,False,7,False
1,1.0,1,9.999778782803785e-13,0.0,1.0,3.1135999597609043,154.2265625,0.0021060955523721945,0.0015891456043513053,0.0,False,8,False
1,0.9999999999020355,1,9.796452538548786e-11,9.597048233063725e-21,1.0,3.173600067384541,154.2421875,0.0018954860069313832,0.0014302310341196556,0.0,False,9,False
0,0.9989372118575611,1,6.846859501048198,0.997875553233758,0.0,4.948000074364245,154.2421875,0.0921126838362507,0.09211268383625076,0.0,False,10,False
0,2.5689262338405836e-43,0,9.999778782803785e-13,6.599381994914365e-86,1.0,3.66420007776469,154.2421875,0.08443662684989647,0.08443662684989656,0.0,False,11,False
0,4.296611512722257e-22,0,9.999778782803785e-13,1.846087049125744e-43,1.0,3.0578000005334616,154.2421875,0.07794150170759676,0.07794150170759678,0.0,False,12,False
0,1.3594777605435298e-29,0,9.999778782803785e-13,1.848179781412451e-58,1.0,2.9767999658361077,154.24609375,0.07237425158562555,0.0723742515856256,0.0,False,13,False
0,1.0618393003103504e-31,0,9.999778782803785e-13,1.1275026996835744e-62,1.0,3.269899985753,154.24609375,0.06754930147991718,0.06754930147991722,0.0,False,14,False
1,0.9999999999999847,1,9.999778782803785e-13,2.3473542310982733e-28,1.0,4.330500029027462,154.24609375,0.06332747013742147,0.06332747013742135,0.0,False,15,False
1,1.0,1,9.999778782803785e-13,0.0,1.0,3.029200015589595,154.24609375,0.05960232483522013,0.0596023248352201,0.0,False,16,False
1,1.0,1,9.999778782803785e-13,0.0,1.0,3.0735000036656857,154.24609375,0.05629108456659686,0.056291084566596816,0.0,False,17,False
0,1.769644367988476e-32,0,9.999778782803785e-13,3.131641189153332e-64,1.0,2.9871000442653894,154.24609375,0.053328395905197015,0.053328395905196946,0.0,False,18,False
1,0.9999686584563103,1,3.134203484610976e-05,9.822923608512994e-10,1.0,4.382900078780949,154.24609375,0.05066040903275267,0.05066040903275265,0.0,False,19,False
0,0.00039124878723910276,0,0.0003913253450152297,1.530756135160687e-07,1.0,3.276799921877682,154.2578125,0.04826663949725202,0.04826663949725196,0.0,False,20,False
1,0.9999999999982989,1,1.7010837183321116e-12,2.8936858167696807e-24,1.0,4.426200059242547,154.26171875,0.046072701338208684,0.046072701338208566,0.0,False,21,False
0,2.257559840192754e-20,0,9.999778782803785e-13,5.096576432051133e-40,1.0,5.263299914076924,154.26171875,0.044069540410460475,0.044069540410460406,0.0,False,22,False
1,1.0,1,9.999778782803785e-13,0.0,1.0,3.133099991828203,154.26171875,0.042233309560024634,0.042233309560024634,0.0,False,23,False
0,3.349719270899402e-28,0,9.999778782803785e-13,1.1220619193834822e-55,1.0,3.113200073130429,154.26171875,0.04054397717762365,0.04054397717762365,0.0,False,24,False
1,0.9999999999999998,1,9.999778782803785e-13,4.930380657631324e-32,1.0,3.0949999345466495,154.29296875,0.03898459344002271,0.0389845934400227,0.0,False,25,False
0,2.182240308692418e-44,0,9.999778782803785e-13,4.7621727648819794e-88,1.0,3.0826000729575753,154.296875,0.037540719608910755,0.03754071960891081,0.0,False,26,False
0,0.9999999908904681,1,18.513944509367718,0.9999999817809363,0.0,3.256099997088313,154.3046875,0.07191426501182355,0.07191426501182357,0.0,False,27,False
1,1.0,1,9.999778782803785e-13,0.0,1.0,3.1582999508827925,154.3046875,0.06943446277003651,0.06943446277003651,0.0,False,28,False
1,1.0,1,9.999778782803785e-13,0.0,1.0,3.0966000631451607,154.3046875,0.06711998067770195,0.06711998067770197,0.0,False,29,False
1,0.9999999999999942,1,9.999778782803785e-13,3.332937324558775e-29,1.0,3.8660001009702682,154.3359375,0.06495482001067915,0.06495482001067909,0.0,False,30,False
1,1.0,1,9.999778782803785e-13,0.0,1.0,3.098399960435927,154.3359375,0.06292498188534543,0.06292498188534534,0.0,False,31,False
0,9.471296030967764e-39,0,9.999778782803785e-13,8.970544850622572e-77,1.0,3.476400044746697,154.3359375,0.061018164252456174,0.0610181642524561,0.0,False,32,False
0,2.9031277660196924e-26,0,9.999778782803785e-13,8.42815082583449e-52,1.0,3.0378999654203653,154.34375,0.05922351236267806,0.05922351236267798,0.0,False,33,False
0,3.747623461864628e-33,0,9.999778782803785e-13,1.4044681611918216e-65,1.0,3.0325999250635505,154.34375,0.057531412009458674,0.057531412009458605,0.0,False,34,False
1,1.9276571285169474e-08,0,17.764375401485196,0.9999999614468577,0.0,2.9983000131323934,154.34375,0.08276554814081927,0.028155539989100586,0.0,False,35,False
1,0.9999999999996962,1,9.999778782803785e-13,9.226832691827042e-26,1.0,3.0337999342009425,154.359375,0.08052864143430248,0.02739457944884638,0.0,False,36,False
0,1.1126380074629385e-33,0,9.999778782803785e-13,1.237963335651098e-66,1.0,4.13680006749928,154.359375,0.07840946665971557,0.026673669463350536,0.0,False,37,False
0,3.991510939417375e-54,0,9.999778782803785e-13,1.5932159579488575e-107,1.0,3.168600029312074,154.359375,0.07639896751459466,0.025989729220700475,0.0,False,38,False
1,1.0,1,9.999778782803785e-13,0.0,1.0,3.0262001091614366,154.359375,0.07448899332672976,0.025339985990183056,0.0,False,39,False
1,0.9999999999999989,1,9.999778782803785e-13,1.232595164407831e-30,1.0,3.193899989128113,154.36328125,0.07267218861144366,0.024721937551398065,0.0,False,40,False
1,0.9999999999988172,1,1.1828316104363413e-12,1.3990906186457738e-24,1.0,3.6424000281840563,154.36328125,0.07094189840638118,0.024133319990622404,0.0,False,41,False
1,1.0,1,9.999778782803785e-13,0.0,1.0,4.314400022849441,154.37109375,0.06929208681553509,0.023572079990840433,0.0,False,42,False
1,1.0,1,9.999778782803785e-13,0.0,1.0,3.1624999828636646,154.375,0.0677172666606365,0.023036350900139557,0.0,False,43,False
1,1.0,1,9.999778782803785e-13,0.0,1.0,3.185100038535893,154.375,0.06621243851262229,0.02252443199124754,0.0,False,44,False
0,2.4760438465249288e-30,0,9.999778782803785e-13,6.130793129913965e-60,1.0,3.1112999422475696,154.37890625,0.06477303767539137,0.022034770426220485,0.0,False,45,False
0,1.8189821820120892e-32,0,9.999778782803785e-13,3.308696178477461e-64,1.0,4.341499996371567,154.3828125,0.06339488793761709,0.02156594552353497,0.0,False,46,False
1,1.0,1,9.999778782803785e-13,0.0,1.0,3.2228000927716494,154.3828125,0.062074161105583406,0.021116654991794492,0.0,False,47,False
0,1.3463848523687297e-70,0,9.999778782803785e-13,1.8127521706879661e-140,1.0,3.24330001603812,154.3984375,0.06080734149118375,0.02068570284910476,0.0,False,48,False
0,4.8282683805160577e-26,0,9.999778782803785e-13,2.3312175554291153e-51,1.0,3.176300087943673,154.3984375,0.059591194661360064,0.020271988792122664,0.0,False,49,False
0,3.611820939335483e-34,0,9.999778782803785e-13,1.304525049782225e-67,1.0,4.166399943642318,154.3984375,0.05842273986407849,0.01987449881580655,0.0,False,50,False
1,1.0,1,9.999778782803785e-13,0.0,1.0,5.32340002246201,154.40625,0.05729922563592314,0.019492296915502583,0.0,False,51,False
0,5.136267588492693e-81,0,9.999778782803785e-13,2.6381244740600544e-161,1.0,4.903899971395731,154.41015625,0.05621810817109439,0.01912451772841761,0.0,False,52,False
0,2.1495737023684373e-39,0,9.999778782803785e-13,4.620667101913951e-78,1.0,3.496199962683022,154.41015625,0.0551770320938519,0.01877035999270621,0.0,False,53,False
0,8.290681831025417e-51,0,9.999778782803785e-13,6.873540522329496e-101,1.0,3.2173999352380633,154.4140625,0.05417381332850914,0.018429080720111568,0.0,False,54,False
0,1.1954988080849529e-35,0,9.999778782803785e-13,1.4292174001325431e-70,1.0,3.7405999610200524,154.42578125,0.05320642380478577,0.018099989992966692,0.0,False,55,False
1,0.999999418040857,1,5.819593123250421e-07,3.386764441058776e-13,1.0,4.866999923251569,154.42578125,0.05227296756331336,0.017782436099070098,0.0,False,56,False
1,1.0,1,9.999778782803785e-13,0.0,1.0,4.1250999784097075,154.43359375,0.051371709501876923,0.017475842373224026,0.0,False,57,False
1,0.9999999978180241,1,2.1819759356491413e-09,4.761018973363516e-18,1.0,4.828599980100989,154.46875,0.050501002524184505,0.017179641618051078,0.0,False,58,False
0,1.445604737636548e-31,0,9.999778782803785e-13,2.0897730574772324e-62,1.0,3.9287999970838428,154.46875,0.04965931914878143,0.016893314257750258,0.0,False,59,False
1,0.9999999999999993,1,9.999778782803785e-13,4.437342591868191e-31,1.0,3.1518000178039074,154.46875,0.04884523194962108,0.01661637467975441,0.0,False,60,False
1,1.0,1,9.999778782803785e-13,0.0,1.0,5.012799985706806,154.46875,0.048057405627852975,0.01634836863653255,0.0,False,61,False
0,2.4218695805600675e-65,0,9.999778782803785e-13,5.8654522652421974e-130,1.0,3.293900052085519,154.4765625,0.04729458966550611,0.016088870721667037,0.0,False,62,False
0,1.400383630993644e-41,0,9.999778782803785e-13,1.9610743139549426e-82,1.0,3.06829996407032,154.4765625,0.04655561170198258,0.015837482116640933,0.0,False,63,False
0,9.753210794421422e-39,0,9.999778782803785e-13,9.512512080041853e-77,1.0,3.1786999898031354,154.48046875,0.045839371521952076,0.01559382854561564,0.0,False,64,False
0,7.216916019715782e-51,0,9.999778782803785e-13,5.208387683563029e-101,1.0,5.222700070589781,154.51171875,0.045144835589801285,0.015357558416136619,0.0,False,65,False
1,1.8855631221465325e-06,0,13.181284043138499,0.999996228877311,0.0,4.917500074952841,154.51171875,0.05939637706513079,0.00020299613474838996,0.0,False,66,False
0,3.326916772456296e-52,0,9.999778782803785e-13,1.1068375210851018e-103,1.0,4.661399987526238,154.51953125,0.05852290093182004,0.00020001089747267997,0.0,False,67,False
0,0.9999999999999214,1,27.63104323789336,0.9999999999998428,0.0,3.424599999561906,154.51953125,0.07216749657048821,0.014689865812000935,0.0,False,68,False
